id,very_positive,positive,neutral,negative,very_negative,score
aqn4DEv,3.0952,16.619,44.5238,31.3333,4.381,12.885714285714286
azm7EdZ,2.717,15.1509,47.3019,29.3774,5.4151,13.178571428571427
aBm9B1N,3.0,14.25,40.0,33.25,9.75,2.4166666666666665
aXgZ6wv,2.5,12.5,44.0,36.0,5.0,8.666666666666666
aVwj9bK,5.5714,26.5714,44.4286,19.7857,3.6429,7.333333333333332
aR76qwM,4.2,31.8,51.8,10.6,1.6,6.0
a43p8Xw,4.6667,24.0,46.6667,21.3333,3.0,26.4
abG3nZX,12.4,16.8,41.8,25.6,3.6,1.5675675675675675
aj9QeD0,3.5,19.5,39.75,33.75,3.75,2.833333333333333
a5Wp0pq,0.0,0.0,95.0,4.0,0.0,0.5588235294117647
aBm9MPO,5.5,32.0,35.0,22.0,5.0,13.8
aQd6WxW,1.6667,21.6667,47.6667,27.6667,2.0,2.5
adVyDXQ,0.6667,2.6667,52.6667,38.6667,5.6667,2.1111111111111107
a0NvyPz,6.0,40.5,36.5,14.5,2.5,8.5
aQd6DEK,2.7333,16.2,44.3333,31.0667,5.6,38.457142857142856
aAeBz10,3.5714,10.7143,34.2857,42.0,9.4286,1.7272727272727273
aVwjLPy,4.3235,18.0882,43.5588,27.4118,6.8235,8.472868217054263
aBm9BwN,3.4068,15.7288,34.7288,37.8644,8.1525,13.84313725490196
a3wvX77,5.0,25.0,54.3333,12.6667,3.0,2.5
agArzqg,1.1,13.2,46.1,34.5,5.3,7.12
aEPdyBO,2.5,24.25,55.75,14.0,3.625,8.0
a7WvAEw,8.8333,41.6667,25.1667,19.8333,4.1667,29.64705882352941
azm7B6z,4.16,18.6,28.04,37.88,11.48,11.640625
a43pOLA,0.0,6.0,75.0,17.0,1.0,1.5714285714285714
aqn4orZ,2.5,22.0,56.0,17.0,2.5,4.125
azm7prB,2.25,11.25,58.0,24.5,4.0,0.75
arV17OK,1.5,10.0,71.0,16.0,2.0,7.5
ayeEjL8,2.0,10.3913,51.913,28.0435,7.6957,11.739583333333336
aP76pGR,4.0952,20.9524,51.3095,20.119,3.4048,8.036363636363637
a1Wp3dD,2.0,6.7,33.2,47.7,10.1,20.0
a43pyb6,1.75,12.75,64.25,18.75,2.25,9.368421052631579
amvq4YX,1.6667,23.0,44.6667,26.0,4.6667,1.5384615384615383
an4eEeq,3.4348,15.913,39.8261,35.1304,5.6957,15.317073170731707
aD4RejO,3.0,19.2,49.2,23.6,4.8,2.1666666666666665
a6KrYMb,2.25,17.125,47.5,27.5,5.625,2.6
aWxBAmZ,3.5417,15.375,51.5833,24.2917,5.0833,6.7023809523809526
aP76bWq,2.1429,10.2857,54.5714,28.0,5.2857,0.6923076923076923
abG3npr,1.5,10.5,42.5,39.0,7.0,2.5384615384615383
aeDK8bj,2.1667,11.0,35.1667,37.0,14.8333,2.5
a3wvXLm,3.0,11.0,29.0,49.0,8.0,1.25
a2WE6r9,1.5,11.8333,61.0,22.8333,2.6667,0.8
aD4ReWK,3.0,12.5,43.5,34.5,6.0,2.75
avz2wdd,1.6667,9.1667,54.1667,30.3333,4.3333,6.261904761904763
agArzLK,3.0588,12.7059,56.8235,22.2353,5.2353,3.571428571428572
aj9Qy60,4.4068,14.3051,45.9831,29.8983,5.322,30.30454545454545
aWxB3mx,3.0,11.0,61.0,19.5,5.0,3.6
avz2KOZ,4.0,53.0,36.0,6.0,1.0,6.5
aVwjyMy,3.7273,20.1818,51.6818,20.4091,3.9545,0.6703296703296703
a6Krebm,4.4783,17.3043,39.0435,32.6087,6.6087,10.0
a7WvRdz,12.8462,23.6923,38.6923,20.6154,4.0769,20.428571428571427
aBm9Mdz,9.3333,15.0,42.8,28.2,4.8,12.790322580645164
a9njgrj,10.5,35.0,25.5,25.0,3.5,1.1428571428571428
aWxBGE3,4.2917,18.7222,41.6389,28.3611,6.9722,21.12
aBm9Bxx,2.75,17.375,45.5,28.375,6.25,0.4489795918367347
an4eZwq,4.0,30.3333,24.0,31.6667,9.6667,19.61111111111111
aNgmEdw,4.0,15.0,63.0,14.0,3.0,0.8235294117647058
agArzYK,2.0,10.6667,54.0,29.6667,3.6667,0.8571428571428571
aAeBzxd,3.4,13.2,35.4,41.4,7.0,5.333333333333333
azm7pVx,5.0,29.0,55.0,9.0,2.0,0.6923076923076923
aEPdmYx,2.0,62.0,31.0,4.0,1.0,0.7142857142857143
agArzGg,2.0,31.5,44.5,19.0,2.5,1.6666666666666667
a7WvRMe,2.0,16.5,51.0,26.75,3.0,3.75
a2WE6ZE,7.2857,28.4286,41.1429,20.1429,2.8571,2.9230769230769234
an4eP9B,4.5,27.5,49.5,16.0,2.5,2.0
amvq4Bv,2.8,20.6,52.0,21.6,3.4,8.0
aQd6B3K,4.7,22.9,45.3,23.5,3.6,6.0212765957446805
awBNWQ8,3.0,21.0,54.0,19.0,3.0,4.666666666666667
ayeEjXV,4.6,21.0,30.6,35.2,8.6,2.5
a1Wp3K8,4.0,26.0,32.5,32.0,6.0,1.6666666666666667
ayeEjBV,12.25,27.75,37.0,20.25,3.0,5.333333333333333
aR76qj2,2.5,14.0,48.75,28.75,6.0,9.307692307692307
aVwj172,2.2222,13.5556,47.2222,30.7778,6.0,5.235294117647058
aeDK8r5,1.0,3.0,28.0,59.0,9.0,1.375
ayeEjxq,3.875,16.0,40.375,33.0,6.75,3.5
aWxB3Y2,3.7368,13.2105,38.5263,35.5263,8.8947,2.833333333333333
adVyD5N,4.3333,30.3333,47.6667,15.3333,2.6667,11.0
aqn4oKY,1.4286,9.0,56.4286,26.4286,6.7143,19.0
aP76zBP,1.25,10.5,53.625,30.0,5.0,10.666666666666666
aYyjXyw,1.25,13.75,58.25,24.0,2.75,2.333333333333333
a8GdxyZ,12.5,32.0,26.5,25.5,3.5,3.5
an4ePyo,2.5,7.5,22.5,56.0,12.0,3.0
aNgm24v,3.1176,15.6471,47.6471,29.4118,4.2353,11.875
aAeB9n9,2.9167,13.9167,40.75,36.0,6.5,16.818181818181817
a5Wp0Wo,6.0,25.5,31.0,31.45,5.8,1.0714285714285714
a0NvyNL,2.8333,17.8333,56.6667,19.3333,3.0,2.75
azm7pXq,1.4,9.8,53.8,31.6,3.8,2.0
aR76qXA,1.5,5.5,32.0,52.5,8.0,2.5
arV1DWp,6.0,21.6,43.0,24.4,5.0,18.8
aD4Red7,4.0,19.6,53.2,20.0,3.6,6.333333333333332
aR76q7A,3.5946,19.5676,44.2703,26.8378,5.7568,23.857142857142854
ayeEjey,1.9,23.7,44.8,23.3,5.9,0.9545454545454546
aGdK4p7,4.8462,27.2692,45.1154,19.2692,3.5769,0.375
avz2DNd,2.2,24.4,40.0,28.4,5.0,6.75
aK748YZ,3.6818,17.0,50.8333,23.9394,4.6061,30.972222222222218
a7WvRwm,2.9818,19.6364,42.1636,29.1818,5.8909,19.431818181818183
aO7oAXN,5.1429,30.5714,47.6429,14.4286,2.2857,22.25
aAeBzgE,8.5,43.0,21.0,20.0,8.0,1.5
aVwjyYP,3.75,25.05,45.2,21.6,4.15,20.4
aeDKRzp,1.75,10.75,43.5833,36.6667,7.25,14.5
ayeEr5r,1.3333,9.3333,43.6667,40.3333,5.6667,16.4
aO7oLQ3,2.5556,18.2222,46.7778,27.6667,4.8889,1.4285714285714286
aeDK8GO,2.0,7.5,42.5,43.0,5.5,2.75
aO7oL7y,1.8,10.2,56.8,27.4,3.6,6.5
abG3nG8,1.0,4.0,31.5,54.5,8.5,3.333333333333333
aXgZ6Yz,4.5,25.5,51.0,15.5,3.0,8.0
aLw6N5z,2.5882,13.5294,44.6471,33.1176,5.9412,5.583333333333332
aWxB3G6,4.8,28.6,47.0,17.0,2.4,5.8
aoPmQPA,2.0,12.6667,39.5,37.1667,8.6667,6.333333333333332
aVwjywv,1.3333,11.0,64.0,20.6667,3.0,2.0
aK74oEO,3.1667,19.1667,39.0,31.6667,6.8333,0.5263157894736842
aLw671P,2.2857,14.4286,49.2857,29.2857,4.4286,0.8181818181818182
aYyjXrV,4.3077,21.4615,45.8462,25.1538,3.3846,0.7058823529411765
avz2D6n,1.5,11.25,52.75,30.5,3.5,7.6571428571428575
a5Wp0XG,1.8571,13.5714,42.8571,32.7143,9.0,1.4285714285714286
aj9Q9A8,4.4203,17.6449,43.6884,28.7029,5.471,25.27304964539007
azm7pMz,3.2857,23.7143,45.2857,24.2857,4.0,2.8
abG3nzr,2.6,11.6,61.6,20.6,3.2,0.75
an4ePzL,1.5,20.0,70.0,7.5,1.0,3.571428571428572
arV1r0V,1.25,9.375,58.5,27.75,3.5,16.125
aVwjyxd,2.75,19.5,50.5,24.0,3.75,1.8333333333333333
aoPmxjA,2.8571,13.3929,38.7143,37.3214,7.6429,8.810526315789474
apGKZ5W,17.0,41.0,41.5,0.5,0.0,1.2
a2WEqnZ,3.6522,15.2174,44.087,31.1739,5.8261,27.377777777777773
aBm9B0x,3.0,17.75,37.5,37.75,4.0,1.2222222222222223
aLw67nv,5.3333,21.0,37.6667,31.3333,4.5,2.142857142857143
aBm9Gzx,2.7308,16.8462,49.0769,27.0769,4.1154,10.483606557377051
a9njgyL,2.0,13.8,49.2,29.2,6.2,6.8
avz2KZO,2.0,9.6667,31.0,49.3333,7.6667,4.5
abG3nAv,1.125,5.25,51.25,36.0,6.625,6.0
aP76b3K,3.2,11.0,27.0,46.4,12.6,2.4545454545454546
ax9Eq0Y,1.0,20.0,54.5,22.5,2.5,1.4285714285714286
aVwjyvn,3.9333,9.8,56.8,25.8,3.4667,1.25
aXgZeAz,4.4348,22.4783,47.1739,21.6087,4.087,4.280701754385965
aoPmQye,4.6667,36.3333,31.0,24.3333,3.5,5.666666666666668
aEPdmMp,1.0,12.5,67.0,17.5,2.0,4.0
aAeBzyR,0.8,4.8,59.8,30.8,3.8,2.0
aj9Qe71,2.2,12.3,46.3,33.6,5.5,1.6
aYyjXGm,6.5455,34.3636,52.1818,5.8182,1.1818,6.833333333333332
aR76qrB,0.0,5.0,70.0,24.0,1.0,1.8
a2WE6Mp,3.625,16.25,57.375,18.75,3.5,4.571428571428571
aGdK4EX,7.0,18.875,37.375,31.0,5.875,5.2
aoPmQgm,2.5,12.75,55.5,25.25,3.875,8.0
a43pW2v,2.0,9.0,42.3684,37.5263,9.1579,21.093333333333334
a43pOnZ,2.75,22.75,33.25,32.5,9.0,2.4705882352941178
arV17m5,2.3333,18.3333,40.3333,31.3333,7.6667,4.714285714285714
a5Wp01G,2.8571,19.1429,64.0,11.7143,1.8571,3.4444444444444446
an4ePQV,1.0,9.3333,56.6667,25.6667,7.0,4.4
aO7oL2R,4.0,22.6667,40.3333,28.0,4.3333,0.7777777777777778
aeDK84p,2.2222,9.7778,40.2222,39.8889,7.8889,5.057142857142857
a8Gdx3p,2.0,11.6667,48.6667,32.0,5.3333,1.2857142857142858
adVydzM,3.7778,24.1111,45.5556,23.3333,3.3333,6.166666666666668
amvq4W9,2.1818,15.0,28.2727,42.2727,12.1818,6.0285714285714285
aVwjygn,4.2,19.4,39.8,32.6,3.6,2.7777777777777777
adVyDP2,2.0,3.0,22.0,57.0,16.0,0.7777777777777778
aeDK81p,3.6667,20.9333,51.2,20.8667,3.2,1.4090909090909092
azm7pdm,5.875,20.4167,40.4583,27.6667,5.25,11.133333333333333
aqn4o7Y,4.25,26.5,54.25,12.5,2.5,2.333333333333333
a9njgzL,1.0,22.0,72.0,5.0,0.5,11.333333333333336
a2WE61D,3.5161,16.2581,52.2903,23.3871,4.2903,7.426229508196722
amvq47X,3.0,19.0,49.0,24.0,4.0,1.4
aGdK4yX,2.8,16.9333,47.6,27.7333,4.9333,3.375
aAeBzQR,2.6,15.8,45.6,31.4,4.6,5.8
amvq486,1.5,5.0,40.5,44.5,9.0,2.8
aeDK8Mj,0.0,0.0,100.0,0.0,0.0,1.3076923076923077
ayeEmXX,1.6667,6.6667,48.6667,37.6667,5.3333,6.5
ax9EqWn,10.25,26.5,24.25,30.5,8.0,2.25
a3wvXj7,1.0,5.0,41.0,48.0,6.0,0.3333333333333333
azm7p9q,6.0,24.0,29.0,26.5,14.0,3.0
a6KrYXR,3.0,12.625,33.625,42.75,7.875,2.636363636363636
aXgZ6M6,3.0,18.2,54.2,20.8,3.8,5.666666666666668
an4edr0,3.5556,17.3889,39.5833,31.8611,7.4722,9.366666666666667
a9nj4Pj,3.4167,24.1667,38.3333,24.9167,8.8333,17.653333333333332
aGdK4LX,7.0,34.5,21.5,30.25,6.5,6.428571428571429
aYyjQnO,3.6585,18.561,38.6829,32.0244,7.0976,29.29310344827586
amvqbyj,5.0,23.6667,50.8333,18.6667,2.0,3.771929824561404
arV1r15,5.7143,19.7857,52.9286,17.5,4.0,12.849056603773587
aBm9ByQ,3.0,28.0,55.0,12.5,2.0,2.5
a1Wp3m6,1.0,18.0,69.0,10.0,1.0,3.0
aD4ReA9,2.0,5.0,28.0,55.0,10.0,2.125
aP76bmP,3.6667,18.3333,53.0476,21.381,3.2857,5.2
aQd6WQ7,2.4,10.6,43.7,34.9,8.4,18.8
aXgZ3Nb,2.3333,17.1111,35.4444,37.6667,7.0,7.888888888888888
a9nj4zo,1.75,8.5,47.5,33.75,8.25,16.470588235294116
aNgmEQr,3.1053,17.2105,43.2105,31.5263,4.8947,2.04
aeDK8OQ,2.0,4.0,10.0,61.0,23.0,2.0
a9njZ3W,5.6667,20.6667,47.0,22.3333,4.3333,27.0
a9njgv1,4.1667,15.0,50.0,26.5,3.3333,7.0
aP76b9G,1.0,12.0,64.0,21.0,2.0,3.333333333333333
a43pONm,4.0,22.7917,35.2083,32.7083,5.1667,16.54794520547945
aj9QeBQ,1.8,10.2,64.4,21.0,2.4,2.4
abG3E3L,2.0556,16.7778,54.9444,22.7778,3.3333,16.558823529411768
amvq46o,4.9375,22.75,36.875,28.5625,6.8125,1.6666666666666667
aGdK480,2.6,15.2,64.6,14.8,2.6,32.02439024390244
aVwjKgd,5.1765,15.5588,36.8529,30.2647,11.9706,28.53333333333333
aVwjyKM,1.0,1.0,12.0,56.0,29.0,0.3076923076923077
a3wvXy3,2.6,14.4,44.4,28.4,10.4,3.0
a8Gdx03,4.0,23.0,33.75,35.25,4.0,1.5
aVwjyoM,3.75,23.75,45.5,22.5,3.75,9.0
a0NvyXB,3.8571,16.2857,38.0,34.1429,7.5714,4.6
a43p0QZ,3.75,30.5,44.75,18.5,3.0,17.315789473684212
aBm9MjN,2.3333,17.6667,49.3333,26.3333,4.0,7.461538461538463
aNgmELG,1.5714,11.7143,53.8571,27.8571,5.0,19.148936170212764
aj9QeOG,2.0,17.0,67.0,12.0,2.0,0.875
abG3nOE,23.5,39.0,18.5,15.5,3.0,0.5909090909090909
avz2KxX,0.8,10.0,71.4,16.0,1.6,1.2142857142857142
aGdK4Gn,2.8627,14.6078,50.3333,27.3137,4.7451,3.5064935064935066
aEPdmDn,2.2857,12.5714,43.5714,36.5714,5.1429,4.8
aQd6WAK,9.2,27.4,28.6,28.8,5.2,2.25
an4ePxn,4.8571,15.0,41.7143,32.7143,5.5714,1.5882352941176472
aO7oLP2,3.4,15.6,50.6,26.6,3.6,0.8695652173913043
adVyDnB,2.625,14.5625,48.0625,29.8125,4.5625,11.594594594594595
apGKZb5,3.2,15.2,52.6,26.2,3.0,1.25
aLw6rMA,6.6471,24.5294,31.2353,30.8235,6.6471,13.888888888888891
amvq4xd,3.8235,13.5882,43.3529,32.9412,6.2941,3.066666666666667
aD4ReV9,2.1935,15.9032,48.7097,28.1613,4.8387,12.0
aAeBGpd,3.7667,17.8333,45.5333,28.1333,4.5333,11.275675675675675
a7Wvn7L,5.9429,26.2857,37.8571,24.4286,5.6,14.64102564102564
aGdK4A6,4.1667,28.5,51.1667,14.3333,2.3333,1.45
aAeBz29,3.5,20.5,53.5,18.0,3.5,3.1428571428571432
aZyqOjW,2.2,11.0,52.9,25.7,8.1,1.4
aR76q2M,2.0,11.375,49.5,32.125,4.875,1.0
aAeBzPZ,2.0,7.0,25.0,56.0,10.0,2.5
aeDK8mv,7.3333,27.3333,23.0,31.0,12.0,1.3846153846153846
a1Wpxo8,8.2,31.6,48.2,11.2,1.2,25.29032258064516
aLw67dz,4.1111,17.8889,29.3333,38.3333,10.4444,2.6666666666666665
a9njgmD,3.6667,19.0,50.0,23.0,4.0,0.4
aZyqXq3,3.0769,14.9615,33.7692,38.7692,9.3462,34.0
a8GdxKY,1.875,12.75,40.125,39.125,6.25,5.730769230769232
aBm9BGA,0.5,4.5,69.0,23.5,3.0,5.0
a3wvX48,4.0,53.0,33.5,7.5,1.5,3.0
aK74oYN,3.2857,15.0,56.2857,22.2857,2.8571,2.5
aVwjy28,3.7778,26.2222,53.0,14.5556,2.2222,6.277777777777778
a5Wp0NO,3.6667,16.3333,24.6667,44.0,11.6667,4.125
adVyD2d,2.7813,13.4688,44.75,32.5625,6.25,23.33333333333333
aR76qOG,2.0,8.75,49.0,33.75,6.25,2.125
aAeBzvp,1.0,10.0,65.5,21.0,2.5,1.8
a1Wp32w,3.1429,13.7143,44.2857,32.0,6.7143,5.0
a7Wv89m,4.2037,19.0556,47.1111,24.9444,4.7037,13.078610603290675
aMxeMbV,1.4,5.4,43.2,40.2,9.6,11.0
aD4ReMw,1.6667,17.3333,67.3333,11.6667,2.0,2.6666666666666665
ax9EqRb,4.0,15.0,63.0,14.0,3.0,1.7142857142857142
a3wvXNN,0.0,1.0,99.0,0.0,0.0,47.697115384615394
amvq4n2,2.2727,10.3636,64.1818,20.3636,2.7273,0.8125
amvqwXV,8.6,25.3,26.15,31.45,8.5,10.0
aGdK4bK,2.0,12.0,34.0,45.0,7.0,2.230769230769231
aP76bQw,2.6667,20.0,50.3333,23.6667,3.6667,0.5
aP76dDV,1.65,12.15,50.45,30.5,5.15,17.80769230769231
a43pOwQ,1.0,13.25,44.0,28.75,12.75,0.8571428571428571
aVwjBLw,5.1818,19.7727,44.2727,26.0909,4.5455,10.88679245283019
a8Gdxz1,3.0,15.0,37.6,35.6,8.2,2.230769230769231
azm7pYj,1.5,4.5,22.0,61.0,11.0,2.333333333333333
adVyDRZ,3.3684,20.8947,38.8421,30.5263,6.6316,1.9166666666666667
a0NvyOz,2.8333,24.1667,54.6667,16.3333,2.0,15.152777777777779
aEPdmEN,5.6364,26.0,39.3636,25.2727,3.7273,0.7857142857142857
awBNWeW,0.0,3.0,50.0,44.0,2.0,1.8333333333333333
aD4Reb9,1.0,2.0,23.0,64.0,10.0,1.5263157894736843
a6KrY2q,5.0,24.0,26.0,39.0,6.5,3.0
a0Nvx2L,2.087,12.3043,43.7826,32.4783,9.2174,14.920634920634921
a8GdVBO,14.0,31.5,31.0,21.0,2.0,16.7
aP76bnQ,10.0,29.25,39.75,18.0,3.25,2.055555555555556
a5WpvDo,1.6875,8.125,56.375,27.9375,5.8125,6.145833333333332
aZyq5qn,2.8571,26.8571,32.1429,32.8571,5.2857,4.066666666666666
aVwjydw,1.7778,12.5556,55.2222,25.8889,4.4444,1.6666666666666667
aYyjnbm,8.3571,24.7857,30.9286,29.1429,6.7857,4.821428571428571
aYyjXL7,8.0,33.5,46.5,10.0,2.0,1.0
aYyjXeN,3.5,17.0,48.0,24.5,7.0,1.0
aYyjXdN,1.8889,11.6667,35.7778,41.2222,9.0,1.6666666666666667
aYyj0qN,8.8333,28.6667,44.3333,15.0,3.5,47.33333333333334
aeDK8dO,1.8889,13.1111,46.2222,32.6667,5.5556,31.95833333333333
aeDK8WO,1.4,9.6,61.8,24.2,3.2,1.2857142857142858
aeDK8xW,2.75,12.75,71.5,10.25,2.25,3.0
aMxeMqV,3.0,17.4,50.4,24.2,5.0,1.7894736842105263
an4ePvn,4.0,39.0,54.0,2.0,1.0,9.0
apGKZPE,2.9167,17.25,40.75,33.5833,5.3333,34.458333333333336
a6KrYxA,3.0,18.625,50.7083,23.0833,4.375,0.7142857142857143
aD4Re8Z,2.3333,13.3333,33.3333,43.6667,7.3333,1.3333333333333333
azm7pDx,2.0,11.0,47.9333,33.4667,5.6,0.6296296296296297
a9njNpW,2.3333,18.0,42.8333,33.0,4.3333,7.545454545454546
a3wvX83,3.5714,23.2857,48.1429,21.5714,3.5714,1.25
aBm9BNZ,2.5714,15.2857,62.1429,17.2857,2.4286,2.4
azm7pBx,1.1,8.4,55.5,29.4,5.6,3.3076923076923075
a8GdxXV,1.0,17.0,54.0,25.0,3.0,2.6666666666666665
apGKZzB,1.5,13.4,47.8,30.8,6.3,1.4166666666666667
awBNm4W,2.7586,16.7931,51.3103,24.2414,4.4138,15.305882352941177
aD4RdPB,3.7875,17.85,38.6625,32.075,7.5375,5.834337349397591
aO7oLAr,3.0,23.8,53.6,17.2,2.4,0.7777777777777778
a5Wp0vV,1.52,11.6,49.88,31.6,5.12,6.915254237288137
an4ePV5,2.8,18.6,44.2,29.0,5.2,7.0
apGK7Xb,3.3333,29.6667,43.0,22.0,2.3333,11.448979591836734
aEPd5Pn,2.0,12.3333,56.0,26.0,3.6667,7.291666666666668
aoPmn1e,4.0217,20.087,42.4783,27.913,5.3696,36.5072463768116
awBNv2Q,3.75,17.625,63.75,13.125,2.125,7.235294117647059
an4ePVq,1.0,14.5,74.5,9.5,0.5,0.9166666666666666
aWxB3eZ,4.6667,25.6667,64.3333,3.6667,1.0,3.2
a7WvRGA,15.0,32.5,38.5,13.5,0.5,2.3684210526315788
aBm9zjA,5.4444,30.4444,42.0,19.0,3.2222,13.214285714285715
a3wvnA1,10.5,16.0,70.5,2.25,0.5,12.0
amvq46d,1.0,8.0,38.0,48.0,5.0,9.0
a2WE62O,24.0,61.0,9.0,4.0,2.0,1.2
ayeEjm8,21.1667,24.3333,23.5,26.1667,4.5,2.2222222222222223
avz2KXE,9.0,40.3333,17.6667,26.0,7.0,5.0
aqn4oVZ,3.4,19.6,49.6,23.2,3.8,5.181818181818182
a43pV9y,9.1429,27.2857,43.7143,16.1429,3.7143,12.105263157894735
a2WEmVO,6.6667,21.2333,37.7667,27.6333,6.4667,29.57317073170732
awBNWmr,13.5,65.0,11.5,7.0,3.0,3.375
ayeEjvY,5.3333,29.0,40.6667,20.5,4.0,3.083333333333333
a5Wpg8y,0.7143,9.4286,61.0,25.8571,3.2857,4.875
aD4Rr0G,3.0,18.5,51.25,24.0,3.25,14.6
avz2KVZ,6.25,31.75,45.375,13.125,3.625,2.833333333333333
a1Wp3BD,1.4,6.6,78.4,12.2,1.6,1.5789473684210529
aD4R5NB,3.6667,18.3333,37.3333,34.0,6.6667,8.791666666666666
amvq4Oy,3.8571,21.8571,45.2857,25.7143,3.5714,5.8125
aO7ojKv,2.2308,13.9231,49.1538,29.8462,4.6923,5.666666666666668
an4eP0E,3.5909,15.1364,45.4091,31.0455,5.0455,29.0
azm7pvN,1.6667,13.6667,50.6667,29.6667,4.0,0.9333333333333332
a2WE6Aw,1.5,13.1667,46.8333,34.1667,4.1667,3.636363636363636
adVyDMM,2.1111,9.3333,35.5556,44.7778,8.2222,27.63636363636364
aQd6Wr2,0.5,2.0,24.0,60.5,12.5,0.7692307692307693
ax9EeXp,4.3333,19.6667,40.1667,29.3333,6.5,5.861538461538461
aeDK8Ej,1.0,6.5,55.5,34.0,3.5,1.4285714285714286
aO7opMv,2.75,20.5,47.5,25.75,3.5,5.230769230769232
aZyqOo6,0.5,16.0,78.0,4.5,0.5,0.7272727272727273
arV199X,1.75,7.5,30.5,49.375,11.0,12.875
a5Wp0Ay,5.2,26.6,29.0,33.4,6.0,1.2857142857142858
aBm9BMD,1.5556,10.0,52.5556,30.6667,5.4444,5.333333333333333
a5Wp0gy,0.5,2.0,55.5,35.0,7.0,2.8
awBNWj8,1.3333,9.0,36.0,47.0,6.3333,5.0
aR76qW2,2.7647,14.9412,56.3529,22.7059,3.1765,16.0
aWxB3vK,19.0,58.0,16.0,5.5,1.5,5.0
awBNxO1,6.612,28.0984,37.8525,22.2077,5.2295,25.34375
a0Nvygn,5.0,37.6667,34.0,20.3333,2.3333,2.0
aO7oLED,8.2,34.0,20.6,28.0,9.2,1.1
aMxeMnM,5.7273,17.4545,32.5455,36.7273,7.6364,13.734693877551019
apGKZ79,4.0,45.0,41.0,8.0,2.0,1.827586206896552
aAeBzAo,1.7778,8.2222,43.8889,35.3333,10.8889,0.3333333333333333
aEPdE3p,3.4737,18.3158,47.4211,24.6316,5.9474,28.58
a43pO71,5.6,32.2,30.2,27.8,4.0,2.4285714285714284
aLw67og,3.6667,17.6667,41.6667,32.3333,4.6667,3.25
a5Wp03L,1.8333,11.6667,47.6667,32.5,6.1667,1.75
a9njg4Z,13.8,10.2,22.6,44.4,9.0,2.6666666666666665
abG3n8B,3.2727,17.2727,46.3636,28.2727,4.7273,1.8285714285714283
aZyqOYn,4.4,19.4,16.8,47.0,12.4,4.5
aQd6D62,4.0,19.625,30.3125,38.5625,7.4375,5.185185185185184
aWxB3Dn,1.5,16.0,35.0,41.0,6.5,0.2222222222222222
a6KrYRe,5.8,22.0,47.4,21.8,3.8,1.181818181818182
aYyjX50,2.6667,15.1667,32.1667,35.3333,15.0,1.5
azm7OnZ,3.7,23.9,47.6667,20.8333,3.8,10.76086956521739
aR76qpq,4.0,20.0,46.0,26.0,4.0,3.4
aP76qzn,4.6471,21.5882,45.4118,23.8235,4.5294,5.416666666666668
aoPmQng,5.2,21.4,35.8,33.2,4.4,15.125
aP76bqg,3.0,17.3333,41.6667,32.0,6.0,1.9230769230769231
a6KrYg9,3.2857,15.7857,32.1429,39.1429,9.3571,0.9375
avz2K9O,1.0,8.0,68.0,21.0,2.0,1.25
a5Wp0YL,1.4286,9.4286,61.1429,25.5714,2.5714,1.1111111111111112
aK74oog,3.8333,26.3333,43.6667,21.6667,3.8333,0.8571428571428571
avz2qoq,3.3333,16.1111,44.6667,26.8889,8.6667,9.560975609756095
aGdK44w,2.3333,13.0,67.6667,14.3333,2.0,4.4
avz24DM,5.5,24.0,36.6667,29.3333,4.3333,9.6
aoPmQ73,7.8571,34.0,30.7143,16.0,11.2857,1.4166666666666667
a0NvgEO,3.75,28.75,33.75,27.875,5.875,5.05
a8Gdxgp,5.5,38.0,33.5,19.5,3.5,1.0
aZyqOOV,1.2,5.6,34.8,50.8,7.4,0.8888888888888888
aYyjX3w,14.2857,13.7143,53.2857,15.7143,2.7143,0.7857142857142857
a8GdxvV,5.5,28.5,49.5,13.5,3.0,0.7142857142857143
a1Wp3yR,2.5,13.0,30.0,48.0,6.5,0.75
aLw6775,4.6667,19.3333,36.6667,32.6667,7.0,0.0
an4eP4z,1.6667,6.3333,39.3333,43.6667,8.6667,5.666666666666668
aXgZ6yb,2.6667,20.3333,43.3333,28.8333,5.0,4.125
a9njggm,2.3333,11.3333,38.0,42.3333,5.6667,0.7272727272727273
aD4RP2N,3.8571,14.5714,48.5,26.0,7.0714,8.75
apGKZZW,4.0,15.0,63.0,14.0,3.0,3.2
a5Wp0Oo,39.5,28.0,12.5,15.0,5.0,3.4
a0NvyrL,5.0,32.0,43.0,16.0,3.0,2.2
aQd6BPz,3.8214,13.5357,43.8571,31.9286,6.8571,11.476190476190474
aGdK4NZ,25.0,55.0,9.0,7.0,4.0,1.0588235294117647
aoPmGwm,5.0,18.25,49.75,23.5,3.875,24.153846153846153
ayeEjAq,4.25,18.0,46.5,26.0,5.0,2.7142857142857144
agArzWq,3.16,19.68,40.44,30.84,5.92,35.5
aR76qnA,0.0,2.0,48.0,46.0,4.0,2.1666666666666665
amvq4Zv,4.3333,29.8333,39.1667,22.0,4.8333,0.42105263157894735
a6KrxX2,5.2593,25.963,43.0,22.037,3.9259,33.96969696969697
a3wvXre,4.3333,28.3333,34.3333,26.6667,6.3333,0.2307692307692308
aGdK45w,3.0,17.0,25.0,43.5,11.5,3.4444444444444446
aGdK44z,5.0,36.0,46.5,11.5,1.5,3.2
