id,comments count,section,type,person,people,cat,dog,other animal,poster,clothing,car,toy,tree,glasses,building,electronic device,airplane,guitar,pattern,image_text,comments,get,like,go,make,one,quarantine,time,good,know,day,guy,see,look,new,people,right,old,say,year,still,score,log_score
a0NvB4v,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2857142857142858,0.8266785731844679
a0NvB5d,20,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54545454545455,4.363677496005685
a0NvB8L,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,1.2163953243244932
a0NvBEL,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,-14.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.6466271649250525
a0NvBev,22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,1.2039728043259361
a0NvBjB,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8,1.5686159179138452
a0NvbKn,189,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.95862068965517,3.5251427448837696
a0NvbMX,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-5.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.01948051948052,3.1788651894188247
a0NvBoQ,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.2809338454620642
a0NvBOZ,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6931471805599453
a0NvBqd,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.6094379124341003
a0NvBrz,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,0.9808292530117263
a0NvBVn,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7777777777777777,1.329135947279942
a0NvBwZ,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,383,-21.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.6931471805599453
a0NvBxO,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,1.55814461804655
a0NvBXQ,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5714285714285716,1.2729656758128876
a0NvD5L,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.6,3.0726933146901194
a0NvdGL,650,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66774193548387,3.02857412415983
a0NvDLn,26,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.775862068965517,2.051024328956259
a0NvDNO,258,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,3.100092288878234
a0NvDpq,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,-25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.608695652173913,2.1527728147653855
a0NvDZB,213,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.954430379746835,2.1921484243043587
a0NveAq,305,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62962962962963,2.4535561199039244
a0NvenO,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.15384615384615,3.6416265692633907
a0Nvezz,209,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.91150442477876,4.076036392888363
a0Nvg8O,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,-28.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.904761904761905,2.7016807528167304
a0NvG9X,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,2.0412203288596382
a0NvgDX,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.666666666666666,2.367123614131617
a0NvgEO,11,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.05,1.80005827204275
a0NvGjv,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.041666666666668,2.9466295605462594
a0NvGqn,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62280701754386,2.4529692900258273
a0NvgVL,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.407407407407407,2.3425178033294167
a0Nvgyv,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.53846153846154,3.240185611454952
a0NvGzv,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,-14.2857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.615384615384617,3.1618983901256605
a0Nvj2z,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.57142857142857,3.923386764078461
a0NvKbB,43,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.175,3.4711897534821903
a0NvMxB,230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.73015873015873,3.6821105650402415
a0NvN4q,140,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.502183406113538,3.0681544837501047
a0NvNEB,90,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-13.6364,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.231884057971015,2.108014914123892
a0NvnEn,89,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.724489795918366,3.5758364422840936
a0NvNnO,94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-11.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.361842105263158,2.8542748156570474
a0NvNRQ,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44109589041096,2.9145816464282217
a0NvOLL,238,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.462264150943398,3.1971316914265975
a0NvovL,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.358778625954198,3.0135122009808626
a0NvOWZ,43,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.868852459016393,2.28938358113551
a0NvpZQ,78,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.648936170212767,2.978023197929236
a0NvQ9Q,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.701923076923077,2.928626356911174
a0NvQGL,490,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.977810650887575,2.7712009253755103
a0NvqKd,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.222222222222222,1.8281271133989299
a0NvQmd,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.779467680608366,2.8780442904141945
a0NvqNX,22,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,2.211017899468555
a0NvqpO,143,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4149377593361,3.7236416311959313
a0NvqwZ,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.777777777777779,2.3774864011671637
a0NvQxq,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-11.2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,3.1354942159291497
a0NvqzO,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25581395348837,3.0566304557605877
a0Nvr2n,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1.4586150226995167
a0Nvr6Z,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0986122886681098
a0Nvr7n,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2237754316221157
a0Nvr8B,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.8754687373538999
a0NvrBn,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6931471805599453
a0NvrDz,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,-5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2727272727272727,0.8209805520698301
a0Nvrmq,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.77777777777778,3.5198031240700023
a0Nvrqv,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,1.0560526742493137
a0NvrWX,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.625,1.5314763709643886
a0NvrZn,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,1.749199854809259
a0NvV3L,328,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,14.953488372093023,2.769677512032323
a0Nvw3Z,22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.857142857142858,3.2131451501592156
a0Nvw7O,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1.9810014688665833
a0NvW9O,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.78787878787879,3.4900588979399467
a0NvWDX,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.875,3.397022010251675
a0NvWen,28,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-11.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.382978723404255,2.5163228460213793
a0NvWjd,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,2.174751721484161
a0NvWpd,126,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.855828220858896,2.763537143829332
a0NvwrO,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.525,2.2539199210127645
a0NvWRv,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,-23.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11111111111111,3.0012724539296065
a0Nvwxn,12,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.72,2.543175557911976
a0NvWzd,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.135802469135804,3.1836963177470277
a0Nvx2L,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,-21.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.920634920634921,2.767616061570403
a0Nvx8d,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,-14.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.044444444444444,2.2021506956722754
a0NvxGQ,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134670487106018,1.6360156713324487
a0NvxKn,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,2.617395832834079
a0NvxNq,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.764705882352942,3.24900556632023
a0Nvxvd,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9523809523809526,1.5998684614179497
a0NvxVO,107,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.980582524271846,3.582979418615669
a0NvXwq,174,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.65098039215686,3.573776646963432
a0NvxXO,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.066666666666666,2.7767467323884447
a0Nvy1X,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.791759469228055
a0Nvy5n,69,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83783783783784,2.9875911159702913
a0Nvy6d,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.84615384615385,3.9288044823901496
a0Nvy8X,19,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.84,3.7805466426397603
a0Nvygn,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0986122886681098
a0NvYMX,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.426356589147286,3.1956627373956024
a0NvyNL,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,-8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1.3217558399823195
a0NvyoO,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.28768207245178085
a0NvyOz,20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.152777777777779,2.782092033502609
a0Nvypv,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.148148148148149,2.4971767423798146
a0NvyPz,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2.2512917986064953
a0NvyrL,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.1631508098056809
a0NvyVB,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333333,1.041453874828161
a0NvYvd,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.062626262626264,2.9477296779588755
a0NvyvX,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.33500106673234
a0NvyXB,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-14.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1.7227665977411035
a0Nvyxv,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.142857142857143,1.4213856809311607
a0NvyZZ,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6875,0.9886113934537812
a0NvzbB,23,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20.0,3.044522437723423
a0NvzjO,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.307692307692308,2.332890442489375
a0Nvznn,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,2.670694414558441
a0NvZOn,104,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.80120481927711,3.6584512981903474
a0NvzQd,111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.607843137254903,3.4845528464686018
a0NvzwL,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2.517696472610991
a0NvzXv,294,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.35164835164835,4.373889219934331
a0RmAKX,93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.1053,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.670807453416149,2.7517995836565947
a0RmmjZ,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.191304347826087,3.0052520338945867
a1R4z4D,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.563218390804598,2.7449103348176367
a1R4zjw,229,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.97129186602871,3.870602745858638
a1Wp0BG,90,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.944444444444443,3.041873429551846
a1Wp1Yv,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,2.9444389791664403
a1Wp22G,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40548780487805,2.3423333405225635
