id,text,text length,words
a0NvN4q.jpg,,0,0
a0NvNEB.jpg,,0,0
a0NvnEn.jpg,,0,0
a0NvNnO.jpg,"It's amazing to think what great and exciting
things people will be doing with PC's in 30 years

1.000 T-REX vs 80.000 CHICKENS -
Ultimate Epic Battle Simulator",160,28
a0NvNRQ.jpg,"women's soap: lavender, melon, berry

men's soap:

)DDITY

There's Soap That Makes You Smell Like Gunpowder,
Campfire, and Whiskey",130,19
a0NvOLL.jpg,"; “I Prideful Sin @ ~
y @PridefulSin

girls who girls who
say hiii say bruh",75,16
a0NvovL.jpg,,0,0
a0NvOWZ.jpg,,0,0
a0NvpZQ.jpg,"THE ENCOUNTER

WHY DON'T YOU GO
TO CHINA?!?!

RTA
MY *COUGH* ASS!
YOU GET ME ""HACK*
A VENTILATOR!
DAMMIT °GASP* IM
‘AN AMERICAN!",128,23
a0NvQ9Q.jpg,"Shaun 0
@da_judge

This is a picture of an asteroid
crater in Arizona...

Look how close it came to hitting
Hat S1K) ESM eX= 101",128,25
a0NvQGL.jpg,,0,0
a0NvqKd.jpg,,0,0
a0NvQmd.jpg,"Me realizing this meme probably made at
least 3 people smile",60,11
a0NvqNX.jpg,"- how long have you been
playing League of Legends?
- 8 years @

- so you're a good player",90,20
a0NvqpO.jpg,"THIS ONE
IS FOR
IDEAS

   

THIS ONE IS
FOR FACTS

THIS ONE IS \ |
FOR OPINIONS ""|

And this one is

itd = «

       

Pad",122,26
a0NvqwZ.jpg,"eee SI Ca ace

Dea ea es Romans ra
a al ae | | wn Sa aD all
LP | es i B
ep

Reta UC

eC nA SLY

every poor soul in its path. |
Cane

aC ara

the captain.

)
~~",159,43
a0NvQxq.jpg,"Them: How long have you been programming?

Me: Since high school

Them: So you’re a good programmer?",100,17
a0NvqzO.jpg,,0,0
a0Nvr2n.jpg,,0,0
a0Nvr6Z.jpg,,0,0
a0Nvr7n.jpg,"Coronavirus caused
woman's heart to
rupture in 1st known
fatal case — an injury
most common in car
crashes

4 Abby Haglage
ap Yahoo Life © April 28, 2020, 4:03 AM GMT+8",168,32
a0Nvr8B.jpg,,0,0
a0NvrBn.jpg,,0,0
a0NvrDz.jpg,"Toot new alow cow | Sevous, | Toteases! | owstss | orl Test

Gases (Fates |) Bening |) Dest |) Recovered | Gazer) Smeal) TM pop |) Mop () Tass) TMpop
1214 3.250 Gane 56260 mo 272

+s RE

2902 e505 7764490703. 1,345,560 28779

562s 105813 985288 as .700662 29,600

4551397056 460s st a6 63062 7,108

114500 38,192,409 73 2072089 24738",333,61
a0Nvrmq.jpg,"il Denethor II

Awesome battle. Once again we kept the forces of Mordor at
bay. Here’s my son Boromir and one of his friends.

 

Like Comment Share",148,27
a0Nvrqv.jpg,,0,0
a0NvrWX.jpg,,0,0
a0NvrZn.jpg,,0,0
a0NvV3L.jpg,,0,0
a0Nvw3Z.jpg,,0,0
a0Nvw7O.jpg,,0,0
a0NvW9O.jpg,"@ FOX NEWS: 1 MIN READ

Police apprehend penguins who keep sneaking
into sushi restaurant",89,15
a0NvWDX.jpg,"bottle cap

   
   

3 r
ee ts

Ga “All right, get lost, all of Yo) tas

Was

ae OF &
ait Peel) a
S a -SpongeBo

: f RUS otoea
BS a you. You stay.”-",148,34
a0NvWen.jpg,,0,0
a0NvWjd.jpg,,0,0
a0NvWpd.jpg,,0,0
a0NvwrO.jpg,,0,0
a0NvWRv.jpg,"Would you have sex with your clone?

Today 12:03 AM

Fast yes

fe Easy

Smart choice

I'd have sex with your clone too

oO Sent

Type a message Send",148,29
a0Nvwxn.jpg,"BEAT COVID
WITH

COCK
Cc aution
ptimism
C leanliness

Kindness oo",65,11
a0NvWzd.jpg,,0,0
a0Nvx2L.jpg,"Drake's mattress costs
$395,000%

 

} yes i cried to mob ties
@_trapmoneymelly

no wonder he said he only loves his
bed and his momma. it makes sense
now",154,28
a0Nvx8d.jpg,"When you using your
phone camera as mirror
while shaving balls and
suddenly see bunch of
likes floating on the screen",117,21
a0NvxGQ.jpg,"He doesn’t like me making fun of him cleaning
himself",53,10
a0NvxKn.jpg,"Well, | spoke to the dog, and he said very

strongly that he didn't do it. | don't see any
reason why it would be him.

 

 
  

ir Te

il err",142,30
a0NvxNq.jpg,_,1,1
a0Nvxvd.jpg,,0,0
a0NvxVO.jpg,"quarantine: exists

Americans:

 

AM area C-t10h (18
freedom of you ;",70,11
a0NvXwq.jpg,"When there's no “next episode” button
to click on",49,9
a0NvxXO.jpg,,0,0
a0Nvy1X.jpg,,0,0
a0Nvy5n.jpg,,0,0
a0Nvy6d.jpg,,0,0
a0Nvy8X.jpg,,0,0
a0Nvygn.jpg,,0,0
a0NvYMX.jpg,,0,0
a0NvyNL.jpg,"Watching LTT for:

Tech knowledge

the high fidelity
content

   

Reviews with no;
intentions of buying 43

Watching for FE

Newsy
Channel Super Fun Z - t
updates I : }

     

for Dennis

 

 

WATCHING FOR
THE ADVERTISEMENT
SEGUES",233,37
a0NvyoO.jpg,"Pai ase

You have harmful malware on your computer. You should
remove this risk immediately.

A ByteFence Pro |i required to remove this malware from your

computer. Click OK to activate your licens!

 

 

i ee

4/27/2020",222,36
a0NvyOz.jpg,,0,0
a0Nvypv.jpg,,0,0
a0NvyPz.jpg,THE INDIAN Jaa KITCHEN §,24,5
a0NvyrL.jpg,,0,0
a0NvyVB.jpg,"| believe in a Cytokine theory

Cytokines either kill the virus,
or it kills the human (septic shock).

ATAU eVen UT eA OCU) OC
it's just depends on which chemical
SMO A ReneS o",177,34
a0NvYvd.jpg,Welcome Jo Hogwarts,19,3
a0NvyvX.jpg,,0,0
a0NvyXB.jpg,"Li TE SOME TS
SETA OAS OE

 

PUT aS 13
MAIS TSS",48,12
a0Nvyxv.jpg,"Me after my assigned FBI agent found
out that | was the one behind the 15
different free trial accounts.",104,20
a0NvyZZ.jpg,"Kiana King
@_trillerina

White women have been calling Black
women “Shenaenae”, “La’Quisha”,
and “ShaNiqua” in a demeaning
manner since the 80’s. Latinas were
called “Consuela”, “Guadalupe”, or
“Maria” and Asian women were called
“Ling-Ling”, but they can’t handle
being called Karen for 11 months..
0:12 - 27 Apr 20 - Twitter for iPhone

131K Retweets 560K Likes",363,57
a0NvzbB.jpg,i,1,1
a0NvzjO.jpg,"Mom: Are you high
Me: No

Also me:",34,8
a0Nvznn.jpg,"| OOPS! YOu ADDED am ae

  
   

BUTTER SUGAR

BAKING

ACADEMY",62,10
a0NvZOn.jpg,"When there is no next episode button to
click on

ay",52,11
a0NvzQd.jpg,,0,0
a0NvzwL.jpg,,0,0
a0NvzXv.jpg,,0,0
a0RmAKX.jpg,,0,0
a0RmmjZ.jpg,"Vnen you ve trained your ass Off to
get strong but some dude in an
orange jumpsuit beats you because of
a fox inside him.

a]",125,26
a1R4z4D.jpg,,0,0
a1R4zjw.jpg,,0,0
a1Wp0BG.jpg,"ever body knew when Australia Reo us
\ Ey

   

This morning already eta fais Nyaa
burned and the smoke reached cieee 200
eed Tear any art a rE Taae tee

¢ Fon Sco sometimes 20 to ON aye ac
eats Clon Pac ‘aa Ke-T Nye} at <iae su)
fighters have to walk Cyeaelouaa

fight it. Melis Pauli acn itl this Te
ead Re oA ENA Pree more

   
 

there and

people should know about it.",373,74
a1Wp1Yv.jpg,,0,0
a1Wp22G.jpg,,0,0
a1Wp2R2.jpg,,0,0
a1Wp32w.jpg,,0,0
a1Wp35P.jpg,,0,0
a1Wp36v.jpg,,0,0
a1Wp3b8.jpg,"hoes

We don’t want Mexicans, we
CMAN C HMR MO ee llind
want gays and we absolutely do
not want black color people in
America. out!

re eee em mae

ron

MY Twitter account got SUSPENDED
for 12 HOURS after giving MY
OPINION. If this doesn't change, | will
be contacting MY LAWYER!

Twitter for iPhone",299,56
a1Wp3BD.jpg,,0,0
a1Wp3dD.jpg,,0,0
a1Wp3DY.jpg,,0,0
a1Wp3K8.jpg,,0,0
a1Wp3Lw.jpg,"4

q or:
a le on the as
Pt Week of ;
ya luarantine",50,14
a1Wp3m6.jpg,"r | Tanya Saha
| dayago - ©
Just found out corona

doesn’t affect objects,
thank god I’m a woman.",97,20
a1Wp3Mb.jpg,,0,0
a1Wp3rR.jpg,,0,0
a1Wp3Rv.jpg,"| Brian Schatz @
cad (i? meal a eile e4

| want a President who feels terrible
when Americans die.",98,20
a1Wp3WR.jpg,,0,0
a1Wp3yR.jpg,,0,0
a1Wp67w.jpg,welholditrainds,15,1
a1Wp6DG.jpg,"North Carolina Lockdown Protest Leader
Audrey Whitlock Tests Positive For COVID-19",82,11
a1Wp6mP.jpg,,0,0
a1Wp6Nw.jpg,,0,0
a1Wp6o2.jpg,,0,0
a1Wp6pb.jpg,,0,0
a1Wp6PP.jpg,"tou
Sa aaa)

= 2°",17,5
a1Wp71b.jpg,,0,0
a1Wp7O2.jpg,1KM/H 51 11.44”,15,3
a1Wp7pR.jpg,ue A),5,2
a1Wp85G.jpg,,0,0
a1Wp8bR.jpg,"OK Jf
ee] DX

Wg",16,5
a1Wp908.jpg,,0,0
a1Wp93w.jpg,Absofu*kinlutely.,17,1
a1Wp94b.jpg,,0,0
a1Wp9AR.jpg,,0,0
a1Wp9gP.jpg,"£ ~*~ 3

43 a
- rary, ie oe me BI =¥¢

|
voltae) areat ay yy aged
Tan ales

CRUSH

My eet et is you",99,26
a1Wp9LR.jpg,,0,0
a1Wp9M6.jpg,,0,0
a1Wp9mb.jpg,"APs) Ars
Dad: How long have you been working?

Me: 6 years

Dad: So you can afford to move out now?

 

c-

es =unny - 2h Q
aeCng
- How long have you been on 9GAG?

- 6 years
You have a good sense of humor",205,46
a1Wp9ND.jpg,"5
A
®
5
3",9,5
a1Wp9rG.jpg,,0,0
a1Wp9x6.jpg,"3

2 hours ago
| love how his voice makes him sound like some
kind of tough-guy but then you see his face and he
looks like a new york millenial twink with student
lone

157 gi 3",178,38
a1Wp9yG.jpg,,0,0
a1WpAdP.jpg,,0,0
a1WpB0D.jpg,,0,0
a1WpB58.jpg,,0,0
a1WpB6P.jpg,"Fucking liar! Pineapple makes
absolutely no difference!",55,7
a1WpB9w.jpg,"I lie about being sick
sometimes, because
people understand if
you have a cold, but
not if you have
depression.

Word Porn",122,22
a1WpBKY.jpg,"Movie audience: Wow this movie is so
visually stunning, the director is a genius",80,14
a1WpBq2.jpg,"you Rnow when You're

ata party or Something

 

      
 
  

and it's not your
natural habitat bat
you're doing ok.

maybe even
having a ~
nice time.

 

and then Something
happens

   

 

 

  
  
   

Maybe Someone said
Something. maybe you
Saw something. maybe
you realised
Something:
but if was

 

 

 

Something that makes
will never belong

anywhere or with
anyone.

 

you feel like gou truly

   
       
     
 
    

and to pretend
otherwise,
even for an hour

 

 

   
      

not much to say but
that is a very not nice
Feeling

Shitty",552,80
a1WpBQP.jpg,,0,0
a1WpBX6.jpg,,0,0
a1WpDRR.jpg,"Listen kid, | dont have much time, you
have to go meet my informant, Jeffrey

   

Epstein. He knows about the lab at
area 51 where they are making this
new virus called COVI-*gunshot*",184,33
a1WpE8P.jpg,,0,0
a1WpeNP.jpg,"The GREATEST COD
+

io

‘ _ i i
RAGE of all time",48,13
a1Wper6.jpg,"++ SIR-TAZMZNDOUS+- v
¥ @SirTremendous

When the group mage is also the tank

Cea et

   

World's strongest priest has broken 19
powerlifting records >

The Reverend Dr Kevin Fast, from Cobourg, Canada, still holds nine unbroken
world records for powerlifting, including the heaviest plane pulled by a man
(188.83 tonnes).

4:15 PM - 20 Apr 20 - Twitter for Android

13.9K Retweets 58.7K Likes",394,64
a1Wpg6b.jpg,,0,0
a1Wpg9D.jpg,,0,0
a1WpgBw.jpg,"Me: | don't like dwarven music

Spotify: ""Far over the Mistyyyyyyy
Mooouuuuuuuuuntains Cooooooocold""

Me: TO DUNGEONS
DEEEEEEEEEEEEEEEEEEEEP

i |",145,19
a1WpggG.jpg,"Pimms
Dies

  

There is a wheeled alarm clock
named “Clocky” runs away and
ides, forcing you to get out of bed
Pom leLd td Ci a

ee",132,27
a1WpgKG.jpg,,0,0
a1WpgP8.jpg,,0,0
a1WpgrD.jpg,,0,0
a1WpgyD.jpg,"ity
WH

a
\

 

AK-47 Speed Loader - Loads 30 Rounds in seconds -

Teeny

ESSN,

ie CH ad

 

cd Eo Br Save
re amare
ae ed SUBSCRIBE

eT CM Bag

ay
ci

 

$125? School supplies get more expensive by the year.

wank go",217,44
a1WpjjP.jpg,,0,0
a1WpjQP.jpg,,0,0
a1Wpjx2.jpg,,0,0
a1WpjX6.jpg,", Laps Tar |
TOUCH LIQUOR |
| SHALL NOT
TOUCH OURS }",52,13
a1WpKxP.jpg,"PLEASE | WILL
PAY YOU BUT
TAKE ME WITH

 

PUES) te
a eee eae

a

Tas",69,16
a1WpM22.jpg,"Whole world watching America in disbelief

      

HOW MANY
LINES |S
YOUR
HAIRCUT
\ JWORTH?
oo a:

 
   

7X",108,17
a1Wpm98.jpg,,0,0
a1WpMv6.jpg,"Tea) YOURSELF
i rt ita

 

7 eae
= “STUPID THE CORO!",52,11
a1WpmvY.jpg,"""YESTERDAY'S SLUTS ARE TODAY'S
EMPOWERED WOMEN. TODAY'S
SLUTS ARE...CELEBRITIES.
Sa Cola A

anh
|

/",100,15
a1Wpnj8.jpg,,0,0
a1WpnP2.jpg,,0,0
a1WpNrP.jpg,,0,0
a1WpnrR.jpg,"What people think Indian architecture looks like

 

What Indian architecture aerialy looks like
a are .",104,16
a1WpNRY.jpg,"What the US looks like
to the rest of the World",47,11
a1Wpnz2.jpg,,0,0
a1WpOeR.jpg,,0,0
a1WpOV8.jpg,,0,0
a1WpP12.jpg,"se
,

Li
a is

 

® Gi:

America is the only country that went from
barbarism to decadence without civilization
in between.

 

Oscar Wilde",139,24
a1WppEb.jpg,"Imagine walking through a
museum and finding a 100
year old painting of yourself
from another life..",100,17
a1Wpq3b.jpg,"BABE I'M HORNY

SEND ME A
DICK PIC

  

THATS KINDA
WEIRD BUT OKAY

CHEERUPEMOKID.COM ENZO",90,15
a1Wpq8w.jpg,"“Essential Workers” when they
find out they could be making
more on unemployment",80,13
a1Wpq9D.jpg,,0,0
a1WpQBv.jpg,"Instead of expecting your wife to
make you dinner every night like it's
1950, man up and develop a
cocaine habit so you don't need to
eat.",138,27
a1WpqrD.jpg,"Mymom, | Mydad,

notvery ery. ath

_ smart \

Parca) otter |
social",67,13
a1WpqwY.jpg,"TCT a 0
PEN Bite Ca",19,6
a1WpROG.jpg,,0,0
a1WpV28.jpg,,0,0
a1Wpv9v.jpg,i ae,4,2
a1WpvEP.jpg,,0,0
a1WpvoD.jpg,"< Chi's post on

Most Embarrassing Sex Moment
Cow

> Like © Comment @ Share
S00 1.9
33,259 shares

Most relevant v

@ ‘Adam John Pilling
few years ago, went on a date witha

disabled girl. Went cinema and for
some food. Went back to hers and was
kissing in the garden, she told me to
lift her onto this swing hangin off a
tree. And we had sex on the swing
with her legs dangling around like
noodles.. | put her back in the chair
and took her inside before | left. And
her dad came up to me and said
quietly “thanks mate , most lads just
leave her stuck on the swing”

7w Like Reply SO
Write a comment... ©

8 @@ @® bez",618,127
a1WpVOv.jpg,"North Koreans: April can't get any worser
Anril:",48,8
a1Wpw96.jpg,,0,0
a1WpweD.jpg,"i i :
THE-POSTILLON.COM

Sweet revenge: scientists infect bat SHARE
with human flu",82,13
a1WpwLb.jpg,,0,0
a1WpwR2.jpg,,0,0
a1WpwVG.jpg,,0,0
a1WpwW6.jpg,"we) Holden Shearer Vv
@HoldenShearer

Someone should probably tell the
rich that workers banding
together to present formal
address of grievances is the
alternative we worked out a long
time ago to breaking down the
factory owner's front door and
beating him to death in front of
his family? | feel like they forgot.

5/22/18, 9:06 AM",334,57
a1Wpx1R.jpg,,0,0
a1Wpx72.jpg,"KIM JONG UN RETURNS FROM THE DEAD

EVERYONE IN NORTH KOREA & AROUND THE WORLD",77,15
a1Wpx8b.jpg,,0,0
a1WpxLP.jpg,Se 2s,5,2
a1WpxN6.jpg,"unig Buoy Agsod 1119 pajjads No,

=) G3 CULIEIUY ayI7] 4007 aeg AW.",67,13
a1Wpxo8.jpg,,0,0
a1WpxpP.jpg,,0,0
a1Wpy3D.jpg,"Weekly reminder that

Epstein was killed to

protect pedophiles in
high places.",79,12
a1Wpy52.jpg,"Sl ee
How rere} eC you want to Cee
Cee ee

eee) eet eae Ped Money earned $ @.@0",79,19
a1Wpy7v.jpg,"Local Man Paralysed After Eating
413 Chicken Nuggets

~~
a

eS)
“Ct",67,12
a1Wpy8G.jpg,"EVANESCENCE

Being me te |

eo",30,6
a1Wpy98.jpg,,0,0
a1WpybG.jpg,"You wanna check out this new
game? You try to acquire
riches and battle evil Forces
as you advance through a
strange and mysterious world.

sounds
awesome,",155,27
a1WpyeP.jpg,,0,0
a1Wpymv.jpg,"Scarlett Johansson on the set of Avengers 4:

It’s bittersweet to imagine not having these films to come back to. I’ve been
living this story with these people for 10 years through ups and downs. We’ve
DeLee Weg acre ETL IRAN oo estey etd Ib AB Co) COIN oie w OSM UUM x HUM MULL ee Toy
with that for each one of us. We have Brie Larson on this film. She’s here
before shooting the stand-alone Captain Marvel movie so we get to watch her
get her feet wet for real. She’s so great, but a really cute thing happened the
Cie EAS SCH en ee SUS NOC eo mCn a tee
hand in front of Mark [Ruffalo]’s face to stop him, and she’s like, “In front of
his face?” And they explained, “that’s where his chest is,” and she looks up
and yells, “I’m new! I’m new!” I’m like, “damn, girl.” It’s very surreal for me to
watch these new cast members come in and get their feet wet and breath new
life into these characters who are so iconic. I feel a lot of joy for the next
generation. It’s a bittersweet feeling but overall it’s a positive one. I feel good
EVeLoD UL aUNC MMe) WAAL Ce (OD eCHED Ce ENC MOU LCR",1087,217
a1WpyMw.jpg,"Santiago Mayer
h @santiagomayer_
2020 is so fucking wild that

the Pentagon just confirmed
UFOs and it's barely news.",117,19
a1WpynG.jpg,"\

&
ls

mE a }
¢country in the world YR",40,11
a1Wpyob.jpg,,0,0
a1WpyQb.jpg,"pakalu papito
@pakalupapito

life is soup, iam fork",51,8
a1WpyWD.jpg,ha MWeusU msg,13,3
a1WpyxP.jpg,"é & rachelle mandik
b @rachelle_mandik

| couldn't remember the term ""hazmat suit,’ so |
called it a ""science burqa.”
8:16 p.m. 20 Feb 16

2,226 RETWEETS 5,709 LIKES",165,29
a1WpyXw.jpg,"ko) SOU] Lanroniy whet time it is? be

afteinoonmandipeonle) fi

30) in the
eep",79,14
a1WpyyD.jpg,,0,0
a1WpyYP.jpg,,0,0
a1WpZWP.jpg,,0,0
a2RQBvw.jpg,"When your best friend is deployed and you run
into his wife at the bar @@",73,16
a2RQQ8d.jpg,,0,0
a2RQQdD.jpg,,0,0
a2WE0nE.jpg,"iG delightfuldonutdreams

Do you ever wonder how many stories have
been told about you? | don’t mean rumors or
gossip. A story like "" one time | was at the
mall and this girl dropped her hotdog but
she picked it up and ate it” what if I'm that
girl??how many times have people seen me
do something | thought no one saw and is
now being used as an ice breaker at a family
dinner? Hmmmmmm?!???!

helloitsbees

one time i was in this historical park in new
york and i was climbing a tree in order to get

a good photo and i fell out just as a family
was walking past...two years later i ran into
the mom at stop&shop and she gasped and
said “oh my god, tree girl?” and i've never been
the same since",696,139
a2WE1eY.jpg,"Cockroaches can survive a
nuclear war, but hit them with a
news paper and they die.

 

See how dangerous
media is?",115,21
a2WE319.jpg,,0,0
a2WE35O.jpg,,0,0
a2WE39O.jpg,P|,2,1
a2WE3Ae.jpg,,0,0
a2WE3e9.jpg,,0,0
a2WE3Ep.jpg,,0,0
a2WE3NY.jpg,"Disney+ @ @disneyplus - 14u v
Celebrate the Saga! Reply with your favorite #StarWars memory and you
may see it somewhere special on #MayThe4th,

© 34K a7 © 72k &

 

 

Disney+ @ @disneyplus - 14 u v

By sharing your message with us using #MayThedth, you agree to our use of

the message and your account name in all media and our terms of use here:
disneytermsofuse.com

© 59k Tl 932

 

© 24k 4

Disney+ @ v
sneyplus

The above legal language applies ONLY to replies to
this tweet using #MayThe4th and mentioning
@DisneyPlus. These replies may appear in something
special on May the 4th!

Tweet vertalen",605,107
a2WE3q1.jpg,,0,0
a2WE3QE.jpg,"Videos showing 'UFOs' officially
released by US

The US' Department of Defense on Monday
authorised the release of three unclassified
Navy videos that show what appear to

be unidentified flying objects (UFOs).

""DOD is releasing [these] in order to clear
up...misconceptions by the public on whether
or not the footage...was real,"" it said. ""The
aerial phenomena observed in the videos
remain characterised as ‘unidentified’ the
statement read.",445,67
a2WE3Rw.jpg,"Choosing the
Drake format

Choosing the
brains format

Choosing the
Pooh format

 

9 ~ Merging all three
| A formats into an
""# ultimate crossover",147,25
a2WE3Ww.jpg,"when your friend says he didn't
study for the test and then gets
an A",69,15
a2WE3Y1.jpg,"Pickup & delivery

Walmart.com

= =

WD WDBBGBOO4OHBK-NESN My Book 4TB

USB 3.0 desktop hard drive with (Refurbished)
WD

 

Write a review

 

lof 1 8
é
$8,888.00 ©
Only 1 left!
Qty:
1 ad",188,34
a2WE3Zd.jpg,"- How long have you been on 9GAG?
- 6 years
- so you're good at posting memes?",78,18
a2WE43w.jpg,,0,0
a2WE4Ep.jpg,"» TO SAVE WATER.
en fhe
WE WILL USE GATORADE TO WATER

Ta hes
AE eS",67,16
a2WE4PY.jpg,,0,0
a2WE4Ve.jpg,"Tee Rm a Cle ol ole) ste
TM MaR e-te Keyan) 2) oo",49,13
a2WE61D.jpg,,0,0
a2WE62O.jpg,"So how long have you been | So you're pretty good at it:
president? -3 years",76,16
a2WE63Z.jpg,,0,0
a2WE649.jpg,,0,0
a2WE66E.jpg,,0,0
a2WE68Y.jpg,"Why Cuban cab drivers earn more than doctors
Vox - 6.5M views - 4 years ago

Vox

 

Wri Champa VS Beerus (Bills) - DragonBall Super
Qe Episode 28
Ayoub The Player - 4.1M views - 4 years ago",190,38
a2WE6Aw.jpg,"someone literally died on my flight today
sO we made an emergency landing and
everyone missed there connections.
The guy behind me was complaining
saying “how is it an emergency if they're
already dead” and I'd just like to say",227,40
a2WE6eZ.jpg,,0,0
a2WE6md.jpg,"B2Wwa-

SHaveonetoset? Seton

 

 

 

CORSAIR CO-9050039-WW ML120 120mm LevitFan OualPk

|

 

 

 

2ysacetation sn trom SquseTade $299

‘ovat rom remaining” Morotan74% so

Siping: 00 Condit Spa
‘CORSA CO.0050080:00 L120 120mm LevtFan —$ wae
Dual",248,32
a2WE6Mp.jpg,"Nose

| just typed nose with my nose

Oww well

Now u try with a different part of your body",92,20
a2WE6Ne.jpg,,0,0
a2WE6Oe.jpg,,0,0
a2WE6Qp.jpg,,0,0
a2WE6r9.jpg,"D Liked
others",14,3
a2WE6V9.jpg,"my ,, YOUNGER = *

  

a"" Cee
i AMAL)
en
r gE:
tts
cs W",55,15
a2WE6y1.jpg,,0,0
a2WE6ZE.jpg,,0,0
a2WE6zO.jpg,dlmas 3G,8,2
a2WE8A9.jpg,,0,0
a2WE91e.jpg,"James Cracknell @
@jamescracknell

Here's a game of spot the difference. 1)
@dailymail 's pic of me & my dad 2) the
actual picture. Socially distant, no
physical contact & was bringing them
food. Been a long month of no contact,
my mum worked for the NHS her whole
career so she was ruthless about
distance. Thanks

@ jamescracknell © + Follow",343,62
a2WE98w.jpg,,0,0
a2WE9oY.jpg,,0,0
a2WE9wd.jpg,"When you are a women in
1357, and accidently do

4 a

(%
e

i",61,15
a2WEA9E.jpg,"Where does all your money go?

Me:",34,7
